model,fold_id,feature
lasso_logistic,1,ACSL1
lasso_logistic,1,ACVRL1
lasso_logistic,1,AFF3
lasso_logistic,1,ANK2
lasso_logistic,1,ASPA
lasso_logistic,1,ASPN
lasso_logistic,1,BTNL9
lasso_logistic,1,C12ORF75
lasso_logistic,1,CBS
lasso_logistic,1,CCL13
lasso_logistic,1,CD24
lasso_logistic,1,CDH2
lasso_logistic,1,CDH3
lasso_logistic,1,CFH
lasso_logistic,1,CLDN1
lasso_logistic,1,CLEC4E
lasso_logistic,1,CNTN3
lasso_logistic,1,COL14A1
lasso_logistic,1,COL15A1
lasso_logistic,1,COL17A1
lasso_logistic,1,COL1A1
lasso_logistic,1,COL3A1
lasso_logistic,1,COMP
lasso_logistic,1,CP
lasso_logistic,1,CRISPLD1
lasso_logistic,1,CRTAC1
lasso_logistic,1,CSF3R
lasso_logistic,1,CXCL14
lasso_logistic,1,DCLK1
lasso_logistic,1,DIO2
lasso_logistic,1,DUOX1
lasso_logistic,1,DZIP3
lasso_logistic,1,ECM2
lasso_logistic,1,F2RL3
lasso_logistic,1,FAM13C
lasso_logistic,1,FASN
lasso_logistic,1,FCN3
lasso_logistic,1,FGF14
lasso_logistic,1,FIBIN
lasso_logistic,1,FLT1
lasso_logistic,1,FMO5
lasso_logistic,1,FNDC1
lasso_logistic,1,FPR1
lasso_logistic,1,GLT1D1
lasso_logistic,1,GLT8D2
lasso_logistic,1,GOLM1
lasso_logistic,1,GPR4
lasso_logistic,1,GPX3
lasso_logistic,1,GRASP
lasso_logistic,1,GXYLT2
lasso_logistic,1,HHLA2
lasso_logistic,1,HIF3A
lasso_logistic,1,HMCN1
lasso_logistic,1,HMGCS1
lasso_logistic,1,HPSE2
lasso_logistic,1,HSPA4L
lasso_logistic,1,ID1
lasso_logistic,1,IL13RA2
lasso_logistic,1,IL18R1
lasso_logistic,1,IL18RAP
lasso_logistic,1,IL1R2
lasso_logistic,1,ITGA10
lasso_logistic,1,ITGB8
lasso_logistic,1,KLHL13
lasso_logistic,1,LRRC17
lasso_logistic,1,LRRC32
lasso_logistic,1,LRRN1
lasso_logistic,1,LTBP1
lasso_logistic,1,MFSD2A
lasso_logistic,1,MGAM
lasso_logistic,1,MMP7
lasso_logistic,1,NECAB1
lasso_logistic,1,NPR1
lasso_logistic,1,OGN
lasso_logistic,1,PAPSS2
lasso_logistic,1,PCDH7
lasso_logistic,1,PDE7B
lasso_logistic,1,PDGFRA
lasso_logistic,1,PGM5
lasso_logistic,1,PLLP
lasso_logistic,1,PROK2
lasso_logistic,1,PRSS12
lasso_logistic,1,PSD3
lasso_logistic,1,PTGFRN
lasso_logistic,1,PTPRB
lasso_logistic,1,S100A8
lasso_logistic,1,S1PR1
lasso_logistic,1,SCN1A
lasso_logistic,1,SDR16C5
lasso_logistic,1,SLCO4A1
lasso_logistic,1,SPATA18
lasso_logistic,1,SULF1
lasso_logistic,1,SULT1B1
lasso_logistic,1,SYTL2
lasso_logistic,1,THY1
lasso_logistic,1,TNFRSF19
lasso_logistic,1,TPPP3
lasso_logistic,1,TRIM2
lasso_logistic,1,WDR49
lasso_logistic,1,ZNF521
lasso_logistic,2,ACSL1
lasso_logistic,2,ANK2
lasso_logistic,2,ASPN
lasso_logistic,2,C12ORF75
lasso_logistic,2,CBS
lasso_logistic,2,CD24
lasso_logistic,2,CDH3
lasso_logistic,2,CFH
lasso_logistic,2,COL14A1
lasso_logistic,2,COL15A1
lasso_logistic,2,COL3A1
lasso_logistic,2,CSF3R
lasso_logistic,2,CXCL14
lasso_logistic,2,DCLK1
lasso_logistic,2,DIO2
lasso_logistic,2,ECM2
lasso_logistic,2,F2RL3
lasso_logistic,2,FASN
lasso_logistic,2,FMO5
lasso_logistic,2,FNDC1
lasso_logistic,2,GLT1D1
lasso_logistic,2,GLT8D2
lasso_logistic,2,GPX3
lasso_logistic,2,GRASP
lasso_logistic,2,GXYLT2
lasso_logistic,2,HMCN1
lasso_logistic,2,ID1
lasso_logistic,2,IL18R1
lasso_logistic,2,IL18RAP
lasso_logistic,2,IL1R2
lasso_logistic,2,ITGA10
lasso_logistic,2,KLHL13
lasso_logistic,2,LRRC17
lasso_logistic,2,LTBP1
lasso_logistic,2,MFSD2A
lasso_logistic,2,MGAM
lasso_logistic,2,MMP7
lasso_logistic,2,NECAB1
lasso_logistic,2,NPR1
lasso_logistic,2,OGN
lasso_logistic,2,PCDH7
lasso_logistic,2,PDE7B
lasso_logistic,2,PSD3
lasso_logistic,2,PTGFRN
lasso_logistic,2,SDR16C5
lasso_logistic,2,SLCO4A1
lasso_logistic,2,SYTL2
lasso_logistic,2,THY1
lasso_logistic,2,TNFRSF19
lasso_logistic,2,TPPP3
lasso_logistic,3,ASPN
lasso_logistic,3,C12ORF75
lasso_logistic,3,CBS
lasso_logistic,3,CD24
lasso_logistic,3,CDH3
lasso_logistic,3,CFH
lasso_logistic,3,CNTN3
lasso_logistic,3,COL14A1
lasso_logistic,3,CSF3R
lasso_logistic,3,DCLK1
lasso_logistic,3,FASN
lasso_logistic,3,FNDC1
lasso_logistic,3,GLT1D1
lasso_logistic,3,GPX3
lasso_logistic,3,GXYLT2
lasso_logistic,3,HMCN1
lasso_logistic,3,IL18RAP
lasso_logistic,3,IL1R2
lasso_logistic,3,KLHL13
lasso_logistic,3,LRRC17
lasso_logistic,3,MGAM
lasso_logistic,3,NECAB1
lasso_logistic,3,PCDH7
lasso_logistic,3,PDE7B
lasso_logistic,3,PSD3
lasso_logistic,3,PTGFRN
lasso_logistic,3,SLCO4A1
lasso_logistic,3,SYTL2
lasso_logistic,3,TNFRSF19
lasso_logistic,3,TPPP3
lasso_logistic,4,ASPN
lasso_logistic,4,CBS
lasso_logistic,4,COL14A1
lasso_logistic,4,FNDC1
lasso_logistic,4,GLT1D1
lasso_logistic,4,GPX3
lasso_logistic,4,GRASP
lasso_logistic,4,HMCN1
lasso_logistic,4,KLHL13
lasso_logistic,4,MGAM
lasso_logistic,4,NECAB1
lasso_logistic,4,PSD3
lasso_logistic,4,SLCO4A1
lasso_logistic,4,SYTL2
lasso_logistic,4,TNFRSF19
lasso_logistic,5,ASPN
lasso_logistic,5,CBS
lasso_logistic,5,CDH3
lasso_logistic,5,COL14A1
lasso_logistic,5,FNDC1
lasso_logistic,5,GPX3
lasso_logistic,5,HMCN1
lasso_logistic,5,IL1R2
lasso_logistic,5,KLHL13
lasso_logistic,5,MGAM
lasso_logistic,5,NECAB1
lasso_logistic,5,PSD3
lasso_logistic,5,PTGFRN
lasso_logistic,5,SLCO4A1
lasso_logistic,5,SYTL2
lasso_logistic,6,ACSL1
lasso_logistic,6,ACVRL1
lasso_logistic,6,AFF3
lasso_logistic,6,ANK2
lasso_logistic,6,APLNR
lasso_logistic,6,ASPN
lasso_logistic,6,BTNL9
lasso_logistic,6,C12ORF75
lasso_logistic,6,CAP2
lasso_logistic,6,CBS
lasso_logistic,6,CD24
lasso_logistic,6,CDH2
lasso_logistic,6,CDH3
lasso_logistic,6,CFH
lasso_logistic,6,CLDN1
lasso_logistic,6,CLEC4E
lasso_logistic,6,CNTN3
lasso_logistic,6,COL14A1
lasso_logistic,6,COL15A1
lasso_logistic,6,COL17A1
lasso_logistic,6,COL1A1
lasso_logistic,6,COMP
lasso_logistic,6,CP
lasso_logistic,6,CRISPLD1
lasso_logistic,6,CRTAC1
lasso_logistic,6,CSF3R
lasso_logistic,6,CXCL14
lasso_logistic,6,DCLK1
lasso_logistic,6,DIO2
lasso_logistic,6,DUOX1
lasso_logistic,6,DZIP3
lasso_logistic,6,ECM2
lasso_logistic,6,F2RL3
lasso_logistic,6,FASN
lasso_logistic,6,FCN3
lasso_logistic,6,FGF14
lasso_logistic,6,FLT1
lasso_logistic,6,FMO5
lasso_logistic,6,FNDC1
lasso_logistic,6,FPR1
lasso_logistic,6,GLT1D1
lasso_logistic,6,GLT8D2
lasso_logistic,6,GOLM1
lasso_logistic,6,GPR4
lasso_logistic,6,GPX3
lasso_logistic,6,GRASP
lasso_logistic,6,GXYLT2
lasso_logistic,6,HHLA2
lasso_logistic,6,HIF3A
lasso_logistic,6,HMCN1
lasso_logistic,6,HPSE2
lasso_logistic,6,HSPA4L
lasso_logistic,6,ID1
lasso_logistic,6,IL13RA2
lasso_logistic,6,IL18R1
lasso_logistic,6,IL18RAP
lasso_logistic,6,IL1R2
lasso_logistic,6,ITGA10
lasso_logistic,6,ITGB8
lasso_logistic,6,ITLN2
lasso_logistic,6,KLHL13
lasso_logistic,6,KRT5
lasso_logistic,6,LRRC17
lasso_logistic,6,LRRN1
lasso_logistic,6,LTBP1
lasso_logistic,6,MFSD2A
lasso_logistic,6,MGAM
lasso_logistic,6,MMP7
lasso_logistic,6,NECAB1
lasso_logistic,6,NEK11
lasso_logistic,6,NPR1
lasso_logistic,6,OGN
lasso_logistic,6,PAMR1
lasso_logistic,6,PAPSS2
lasso_logistic,6,PCDH7
lasso_logistic,6,PDE7B
lasso_logistic,6,PDGFRA
lasso_logistic,6,PFN2
lasso_logistic,6,PLLP
lasso_logistic,6,PROK2
lasso_logistic,6,PRSS12
lasso_logistic,6,PSD3
lasso_logistic,6,PTGFRN
lasso_logistic,6,PTPRB
lasso_logistic,6,S100A8
lasso_logistic,6,S1PR1
lasso_logistic,6,SCN1A
lasso_logistic,6,SDR16C5
lasso_logistic,6,SLCO4A1
lasso_logistic,6,SPATA18
lasso_logistic,6,SULF1
lasso_logistic,6,SULT1B1
lasso_logistic,6,SYTL2
lasso_logistic,6,THY1
lasso_logistic,6,TNFRSF19
lasso_logistic,6,TP63
lasso_logistic,6,TPPP3
lasso_logistic,6,TRIM2
lasso_logistic,6,WDR49
lasso_logistic,6,ZNF521
lasso_logistic,7,ACVRL1
lasso_logistic,7,ANK2
lasso_logistic,7,ASPN
lasso_logistic,7,C12ORF75
lasso_logistic,7,CBS
lasso_logistic,7,CD24
lasso_logistic,7,CDH3
lasso_logistic,7,CFH
lasso_logistic,7,CNTN3
lasso_logistic,7,COL14A1
lasso_logistic,7,COL15A1
lasso_logistic,7,COL1A1
lasso_logistic,7,CSF3R
lasso_logistic,7,CXCL14
lasso_logistic,7,DCLK1
lasso_logistic,7,DIO2
lasso_logistic,7,ECM2
lasso_logistic,7,FASN
lasso_logistic,7,FNDC1
lasso_logistic,7,FPR1
lasso_logistic,7,GLT1D1
lasso_logistic,7,GPX3
lasso_logistic,7,GRASP
lasso_logistic,7,GXYLT2
lasso_logistic,7,HMCN1
lasso_logistic,7,ID1
lasso_logistic,7,IL18RAP
lasso_logistic,7,IL1R2
lasso_logistic,7,ITGA10
lasso_logistic,7,KLHL13
lasso_logistic,7,LRRC17
lasso_logistic,7,LTBP1
lasso_logistic,7,MFSD2A
lasso_logistic,7,MGAM
lasso_logistic,7,MMP7
lasso_logistic,7,NECAB1
lasso_logistic,7,NPR1
lasso_logistic,7,PAPSS2
lasso_logistic,7,PCDH7
lasso_logistic,7,PDE7B
lasso_logistic,7,PLLP
lasso_logistic,7,PSD3
lasso_logistic,7,PTGFRN
lasso_logistic,7,S100A8
lasso_logistic,7,SDR16C5
lasso_logistic,7,SLCO4A1
lasso_logistic,7,SYTL2
lasso_logistic,7,THY1
lasso_logistic,7,TNFRSF19
lasso_logistic,7,TPPP3
lasso_logistic,8,ASPN
lasso_logistic,8,CBS
lasso_logistic,8,CD24
lasso_logistic,8,CDH3
lasso_logistic,8,COL14A1
lasso_logistic,8,CSF3R
lasso_logistic,8,DCLK1
lasso_logistic,8,ECM2
lasso_logistic,8,FNDC1
lasso_logistic,8,GLT1D1
lasso_logistic,8,GPR4
lasso_logistic,8,GPX3
lasso_logistic,8,GRASP
lasso_logistic,8,GXYLT2
lasso_logistic,8,HMCN1
lasso_logistic,8,IL18R1
lasso_logistic,8,IL18RAP
lasso_logistic,8,IL1R2
lasso_logistic,8,KLHL13
lasso_logistic,8,LRRC17
lasso_logistic,8,MGAM
lasso_logistic,8,NECAB1
lasso_logistic,8,PDE7B
lasso_logistic,8,PSD3
lasso_logistic,8,PTGFRN
lasso_logistic,8,S100A8
lasso_logistic,8,SLCO4A1
lasso_logistic,8,SYTL2
lasso_logistic,8,TNFRSF19
lasso_logistic,8,TPPP3
lasso_logistic,9,ACSL1
lasso_logistic,9,ASPN
lasso_logistic,9,CBS
lasso_logistic,9,CD24
lasso_logistic,9,CDH3
lasso_logistic,9,CFH
lasso_logistic,9,CNTN3
lasso_logistic,9,COL14A1
lasso_logistic,9,COL15A1
lasso_logistic,9,COL1A1
lasso_logistic,9,CSF3R
lasso_logistic,9,CXCL14
lasso_logistic,9,DCLK1
lasso_logistic,9,DIO2
lasso_logistic,9,ECM2
lasso_logistic,9,F2RL3
lasso_logistic,9,FASN
lasso_logistic,9,FGF14
lasso_logistic,9,FNDC1
lasso_logistic,9,FPR1
lasso_logistic,9,GLT1D1
lasso_logistic,9,GPX3
lasso_logistic,9,GRASP
lasso_logistic,9,GXYLT2
lasso_logistic,9,HMCN1
lasso_logistic,9,ID1
lasso_logistic,9,IL18R1
lasso_logistic,9,IL18RAP
lasso_logistic,9,IL1R2
lasso_logistic,9,ITGA10
lasso_logistic,9,KLHL13
lasso_logistic,9,LRRC17
lasso_logistic,9,MGAM
lasso_logistic,9,MMP7
lasso_logistic,9,NECAB1
lasso_logistic,9,NPR1
lasso_logistic,9,PAPSS2
lasso_logistic,9,PCDH7
lasso_logistic,9,PDE7B
lasso_logistic,9,PLLP
lasso_logistic,9,PROK2
lasso_logistic,9,PSD3
lasso_logistic,9,PTGFRN
lasso_logistic,9,S100A8
lasso_logistic,9,SDR16C5
lasso_logistic,9,SLCO4A1
lasso_logistic,9,SYTL2
lasso_logistic,9,THY1
lasso_logistic,9,TNFRSF19
lasso_logistic,9,TPPP3
lasso_logistic,10,ASPN
lasso_logistic,10,CBS
lasso_logistic,10,COL14A1
lasso_logistic,10,CSF3R
lasso_logistic,10,FNDC1
lasso_logistic,10,GPX3
lasso_logistic,10,GRASP
lasso_logistic,10,HMCN1
lasso_logistic,10,IL1R2
lasso_logistic,10,MGAM
lasso_logistic,10,NECAB1
lasso_logistic,10,PSD3
lasso_logistic,10,SLCO4A1
lasso_logistic,10,SYTL2
lasso_logistic,10,TNFRSF19
lasso_logistic,11,ASPN
lasso_logistic,11,CBS
lasso_logistic,11,COL14A1
lasso_logistic,11,CSF3R
lasso_logistic,11,FNDC1
lasso_logistic,11,GPX3
lasso_logistic,11,GXYLT2
lasso_logistic,11,HMCN1
lasso_logistic,11,KLHL13
lasso_logistic,11,MGAM
lasso_logistic,11,NECAB1
lasso_logistic,11,PSD3
lasso_logistic,11,SLCO4A1
lasso_logistic,11,SYTL2
lasso_logistic,11,TNFRSF19
lasso_logistic,12,ASPN
lasso_logistic,12,CBS
lasso_logistic,12,CDH3
lasso_logistic,12,COL14A1
lasso_logistic,12,FNDC1
lasso_logistic,12,GPX3
lasso_logistic,12,HMCN1
lasso_logistic,12,KLHL13
lasso_logistic,12,MGAM
lasso_logistic,12,NECAB1
lasso_logistic,12,PSD3
lasso_logistic,12,PTGFRN
lasso_logistic,12,SLCO4A1
lasso_logistic,12,SYTL2
lasso_logistic,12,TNFRSF19
lasso_logistic,13,ASPN
lasso_logistic,13,CBS
lasso_logistic,13,CD24
lasso_logistic,13,CDH3
lasso_logistic,13,CFH
lasso_logistic,13,COL14A1
lasso_logistic,13,CSF3R
lasso_logistic,13,ECM2
lasso_logistic,13,FASN
lasso_logistic,13,FNDC1
lasso_logistic,13,GLT1D1
lasso_logistic,13,GPX3
lasso_logistic,13,GRASP
lasso_logistic,13,GXYLT2
lasso_logistic,13,HMCN1
lasso_logistic,13,IL1R2
lasso_logistic,13,KLHL13
lasso_logistic,13,LRRC17
lasso_logistic,13,MGAM
lasso_logistic,13,MMP7
lasso_logistic,13,NECAB1
lasso_logistic,13,NPR1
lasso_logistic,13,PDE7B
lasso_logistic,13,PSD3
lasso_logistic,13,PTGFRN
lasso_logistic,13,S100A8
lasso_logistic,13,SDR16C5
lasso_logistic,13,SLCO4A1
lasso_logistic,13,SYTL2
lasso_logistic,13,TNFRSF19
lasso_logistic,14,ASPN
lasso_logistic,14,C12ORF75
lasso_logistic,14,CBS
lasso_logistic,14,CD24
lasso_logistic,14,CDH3
lasso_logistic,14,CNTN3
lasso_logistic,14,COL14A1
lasso_logistic,14,COL15A1
lasso_logistic,14,CSF3R
lasso_logistic,14,DIO2
lasso_logistic,14,FNDC1
lasso_logistic,14,GLT1D1
lasso_logistic,14,GPX3
lasso_logistic,14,GRASP
lasso_logistic,14,GXYLT2
lasso_logistic,14,HMCN1
lasso_logistic,14,IL18RAP
lasso_logistic,14,IL1R2
lasso_logistic,14,KLHL13
lasso_logistic,14,LRRC17
lasso_logistic,14,MGAM
lasso_logistic,14,NECAB1
lasso_logistic,14,PDE7B
lasso_logistic,14,PSD3
lasso_logistic,14,PTGFRN
lasso_logistic,14,SLCO4A1
lasso_logistic,14,SYTL2
lasso_logistic,14,THY1
lasso_logistic,14,TNFRSF19
lasso_logistic,14,TPPP3
lasso_logistic,15,ACSL1
lasso_logistic,15,ANK2
lasso_logistic,15,ASPN
lasso_logistic,15,CBS
lasso_logistic,15,CD24
lasso_logistic,15,CDH3
lasso_logistic,15,CFH
lasso_logistic,15,CLEC4E
lasso_logistic,15,CNTN3
lasso_logistic,15,COL14A1
lasso_logistic,15,COL15A1
lasso_logistic,15,COL1A1
lasso_logistic,15,CSF3R
lasso_logistic,15,CXCL14
lasso_logistic,15,DCLK1
lasso_logistic,15,DIO2
lasso_logistic,15,F2RL3
lasso_logistic,15,FASN
lasso_logistic,15,FLT1
lasso_logistic,15,FMO5
lasso_logistic,15,FNDC1
lasso_logistic,15,FPR1
lasso_logistic,15,GLT1D1
lasso_logistic,15,GPR4
lasso_logistic,15,GPX3
lasso_logistic,15,GRASP
lasso_logistic,15,GXYLT2
lasso_logistic,15,HMCN1
lasso_logistic,15,IL18R1
lasso_logistic,15,IL18RAP
lasso_logistic,15,IL1R2
lasso_logistic,15,ITGA10
lasso_logistic,15,KLHL13
lasso_logistic,15,LRRC17
lasso_logistic,15,MGAM
lasso_logistic,15,MMP7
lasso_logistic,15,NECAB1
lasso_logistic,15,NPR1
lasso_logistic,15,PDE7B
lasso_logistic,15,PSD3
lasso_logistic,15,PTGFRN
lasso_logistic,15,S100A8
lasso_logistic,15,S1PR1
lasso_logistic,15,SDR16C5
lasso_logistic,15,SLCO4A1
lasso_logistic,15,SULT1B1
lasso_logistic,15,SYTL2
lasso_logistic,15,THY1
lasso_logistic,15,TNFRSF19
lasso_logistic,15,TPPP3
lasso_logistic,16,ASPN
lasso_logistic,16,CBS
lasso_logistic,16,CD24
lasso_logistic,16,CDH3
lasso_logistic,16,CFH
lasso_logistic,16,COL14A1
lasso_logistic,16,CSF3R
lasso_logistic,16,CXCL14
lasso_logistic,16,DCLK1
lasso_logistic,16,DIO2
lasso_logistic,16,FNDC1
lasso_logistic,16,GLT1D1
lasso_logistic,16,GPX3
lasso_logistic,16,GRASP
lasso_logistic,16,HMCN1
lasso_logistic,16,IL18R1
lasso_logistic,16,IL18RAP
lasso_logistic,16,IL1R2
lasso_logistic,16,KLHL13
lasso_logistic,16,LRRC17
lasso_logistic,16,MGAM
lasso_logistic,16,NECAB1
lasso_logistic,16,PDE7B
lasso_logistic,16,PSD3
lasso_logistic,16,PTGFRN
lasso_logistic,16,SLCO4A1
lasso_logistic,16,SYTL2
lasso_logistic,16,THY1
lasso_logistic,16,TNFRSF19
lasso_logistic,16,TPPP3
lasso_logistic,17,ACSL1
lasso_logistic,17,ANK2
lasso_logistic,17,ASPN
lasso_logistic,17,C12ORF75
lasso_logistic,17,CBS
lasso_logistic,17,CD24
lasso_logistic,17,CDH3
lasso_logistic,17,CFH
lasso_logistic,17,CNTN3
lasso_logistic,17,COL14A1
lasso_logistic,17,COL15A1
lasso_logistic,17,COL1A1
lasso_logistic,17,CSF3R
lasso_logistic,17,DIO2
lasso_logistic,17,ECM2
lasso_logistic,17,F2RL3
lasso_logistic,17,FASN
lasso_logistic,17,FMO5
lasso_logistic,17,FNDC1
lasso_logistic,17,GLT1D1
lasso_logistic,17,GPR4
lasso_logistic,17,GPX3
lasso_logistic,17,GRASP
lasso_logistic,17,GXYLT2
lasso_logistic,17,HMCN1
lasso_logistic,17,ID1
lasso_logistic,17,IL18R1
lasso_logistic,17,IL18RAP
lasso_logistic,17,IL1R2
lasso_logistic,17,ITGA10
lasso_logistic,17,KLHL13
lasso_logistic,17,LRRC17
lasso_logistic,17,LRRN1
lasso_logistic,17,LTBP1
lasso_logistic,17,MGAM
lasso_logistic,17,MMP7
lasso_logistic,17,NECAB1
lasso_logistic,17,NPR1
lasso_logistic,17,PCDH7
lasso_logistic,17,PDE7B
lasso_logistic,17,PLLP
lasso_logistic,17,PSD3
lasso_logistic,17,PTGFRN
lasso_logistic,17,S100A8
lasso_logistic,17,SDR16C5
lasso_logistic,17,SLCO4A1
lasso_logistic,17,SYTL2
lasso_logistic,17,THY1
lasso_logistic,17,TNFRSF19
lasso_logistic,17,TPPP3
lasso_logistic,18,ANK2
lasso_logistic,18,ASPN
lasso_logistic,18,C12ORF75
lasso_logistic,18,CBS
lasso_logistic,18,CD24
lasso_logistic,18,CDH3
lasso_logistic,18,CFH
lasso_logistic,18,CNTN3
lasso_logistic,18,COL14A1
lasso_logistic,18,COL15A1
lasso_logistic,18,CSF3R
lasso_logistic,18,CXCL14
lasso_logistic,18,DCLK1
lasso_logistic,18,DIO2
lasso_logistic,18,ECM2
lasso_logistic,18,F2RL3
lasso_logistic,18,FASN
lasso_logistic,18,FGF14
lasso_logistic,18,FNDC1
lasso_logistic,18,FPR1
lasso_logistic,18,GLT1D1
lasso_logistic,18,GPX3
lasso_logistic,18,GRASP
lasso_logistic,18,GXYLT2
lasso_logistic,18,HMCN1
lasso_logistic,18,HPSE2
lasso_logistic,18,HSPA4L
lasso_logistic,18,IL18R1
lasso_logistic,18,IL18RAP
lasso_logistic,18,IL1R2
lasso_logistic,18,ITGA10
lasso_logistic,18,KLHL13
lasso_logistic,18,LRRC17
lasso_logistic,18,MGAM
lasso_logistic,18,MMP7
lasso_logistic,18,NECAB1
lasso_logistic,18,NPR1
lasso_logistic,18,PAPSS2
lasso_logistic,18,PCDH7
lasso_logistic,18,PDE7B
lasso_logistic,18,PROK2
lasso_logistic,18,PSD3
lasso_logistic,18,PTGFRN
lasso_logistic,18,S100A8
lasso_logistic,18,SDR16C5
lasso_logistic,18,SLCO4A1
lasso_logistic,18,SYTL2
lasso_logistic,18,THY1
lasso_logistic,18,TNFRSF19
lasso_logistic,18,TPPP3
lasso_logistic,19,ASPN
lasso_logistic,19,CBS
lasso_logistic,19,CD24
lasso_logistic,19,CDH3
lasso_logistic,19,COL14A1
lasso_logistic,19,CSF3R
lasso_logistic,19,GPX3
lasso_logistic,19,IL1R2
lasso_logistic,19,KLHL13
lasso_logistic,19,MGAM
lasso_logistic,19,NECAB1
lasso_logistic,19,PSD3
lasso_logistic,19,SLCO4A1
lasso_logistic,19,SYTL2
lasso_logistic,19,TNFRSF19
lasso_logistic,20,ANK2
lasso_logistic,20,ASPN
lasso_logistic,20,CBS
lasso_logistic,20,CD24
lasso_logistic,20,CDH3
lasso_logistic,20,CFH
lasso_logistic,20,COL14A1
lasso_logistic,20,CSF3R
lasso_logistic,20,CXCL14
lasso_logistic,20,DCLK1
lasso_logistic,20,DIO2
lasso_logistic,20,FASN
lasso_logistic,20,FNDC1
lasso_logistic,20,GPX3
lasso_logistic,20,GXYLT2
lasso_logistic,20,HMCN1
lasso_logistic,20,IL1R2
lasso_logistic,20,KLHL13
lasso_logistic,20,LRRC17
lasso_logistic,20,MGAM
lasso_logistic,20,MMP7
lasso_logistic,20,NECAB1
lasso_logistic,20,PDE7B
lasso_logistic,20,PSD3
lasso_logistic,20,PTGFRN
lasso_logistic,20,SDR16C5
lasso_logistic,20,SLCO4A1
lasso_logistic,20,SYTL2
lasso_logistic,20,THY1
lasso_logistic,20,TNFRSF19
lasso_logistic,21,ASPN
lasso_logistic,21,CBS
lasso_logistic,21,CD24
lasso_logistic,21,CDH3
lasso_logistic,21,CFH
lasso_logistic,21,COL14A1
lasso_logistic,21,CSF3R
lasso_logistic,21,ECM2
lasso_logistic,21,FNDC1
lasso_logistic,21,FPR1
lasso_logistic,21,GLT1D1
lasso_logistic,21,GPX3
lasso_logistic,21,GRASP
lasso_logistic,21,GXYLT2
lasso_logistic,21,HMCN1
lasso_logistic,21,IL18R1
lasso_logistic,21,IL18RAP
lasso_logistic,21,IL1R2
lasso_logistic,21,KLHL13
lasso_logistic,21,LRRC17
lasso_logistic,21,MGAM
lasso_logistic,21,NECAB1
lasso_logistic,21,PDE7B
lasso_logistic,21,PSD3
lasso_logistic,21,PTGFRN
lasso_logistic,21,SDR16C5
lasso_logistic,21,SLCO4A1
lasso_logistic,21,SYTL2
lasso_logistic,21,TNFRSF19
lasso_logistic,21,TPPP3
lasso_logistic,22,ASPN
lasso_logistic,22,CBS
lasso_logistic,22,CD24
lasso_logistic,22,CDH3
lasso_logistic,22,CFH
lasso_logistic,22,CNTN3
lasso_logistic,22,COL14A1
lasso_logistic,22,COL15A1
lasso_logistic,22,CSF3R
lasso_logistic,22,DCLK1
lasso_logistic,22,FASN
lasso_logistic,22,FNDC1
lasso_logistic,22,GLT1D1
lasso_logistic,22,GPX3
lasso_logistic,22,GRASP
lasso_logistic,22,HMCN1
lasso_logistic,22,IL1R2
lasso_logistic,22,ITGA10
lasso_logistic,22,KLHL13
lasso_logistic,22,LRRC17
lasso_logistic,22,MGAM
lasso_logistic,22,NECAB1
lasso_logistic,22,NPR1
lasso_logistic,22,PDE7B
lasso_logistic,22,PSD3
lasso_logistic,22,PTGFRN
lasso_logistic,22,SLCO4A1
lasso_logistic,22,SYTL2
lasso_logistic,22,THY1
lasso_logistic,22,TNFRSF19
lasso_logistic,23,ANK2
lasso_logistic,23,ASPN
lasso_logistic,23,CBS
lasso_logistic,23,CD24
lasso_logistic,23,CDH3
lasso_logistic,23,CFH
lasso_logistic,23,CNTN3
lasso_logistic,23,COL14A1
lasso_logistic,23,CSF3R
lasso_logistic,23,CXCL14
lasso_logistic,23,DIO2
lasso_logistic,23,FNDC1
lasso_logistic,23,GLT1D1
lasso_logistic,23,GPX3
lasso_logistic,23,GXYLT2
lasso_logistic,23,HMCN1
lasso_logistic,23,IL18RAP
lasso_logistic,23,IL1R2
lasso_logistic,23,KLHL13
lasso_logistic,23,LRRC17
lasso_logistic,23,MGAM
lasso_logistic,23,NECAB1
lasso_logistic,23,PDE7B
lasso_logistic,23,PSD3
lasso_logistic,23,PTGFRN
lasso_logistic,23,SLCO4A1
lasso_logistic,23,SYTL2
lasso_logistic,23,THY1
lasso_logistic,23,TNFRSF19
lasso_logistic,23,TPPP3
lasso_logistic,24,ASPN
lasso_logistic,24,CBS
lasso_logistic,24,CDH3
lasso_logistic,24,COL14A1
lasso_logistic,24,CSF3R
lasso_logistic,24,FNDC1
lasso_logistic,24,GPX3
lasso_logistic,24,IL1R2
lasso_logistic,24,KLHL13
lasso_logistic,24,MGAM
lasso_logistic,24,NECAB1
lasso_logistic,24,PDE7B
lasso_logistic,24,PSD3
lasso_logistic,24,SLCO4A1
lasso_logistic,24,SYTL2
lasso_logistic,25,ASPN
lasso_logistic,25,CBS
lasso_logistic,25,CDH3
lasso_logistic,25,COL14A1
lasso_logistic,25,FNDC1
lasso_logistic,25,GLT1D1
lasso_logistic,25,GPX3
lasso_logistic,25,HMCN1
lasso_logistic,25,KLHL13
lasso_logistic,25,MGAM
lasso_logistic,25,NECAB1
lasso_logistic,25,PSD3
lasso_logistic,25,PTGFRN
