series_id,data_type,dataset_role,method,comparison,feature_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,platform,standard_feature_id,gene_symbol,mirna_name,entrez_id,all_mapped_symbols,annotation_source,is_annotated,is_multi_mapped
GSE21394,miRNA,mirna_validation,limma,IPF_vs_Control,A_25_P00012300,-2.16384833494444,7.89569959253333,-10.4698927731756,3.23173070540652e-09,7.85310561413784e-06,11.2051066415798,GPL8936,hsa-miR-30e,,hsa-miR-30e,,hsa-miR-30e,GPL8936_platform_table,True,False
GSE21394,miRNA,mirna_validation,limma,IPF_vs_Control,A_25_P00012301,-1.70523128511111,8.50757372093333,-9.45681460744315,1.60558987715015e-08,1.95079170073744e-05,9.73525418775039,GPL8936,hsa-miR-30e,,hsa-miR-30e,,hsa-miR-30e,GPL8936_platform_table,True,False
GSE21394,miRNA,mirna_validation,limma,IPF_vs_Control,A_25_P00010681,-2.04331125177778,10.4362923739333,-8.07769983881015,1.73070844177072e-07,0.0001401873837834,7.50904140963556,GPL8936,hsa-miR-30a,,hsa-miR-30a,,hsa-miR-30a,GPL8936_platform_table,True,False
GSE21394,miRNA,mirna_validation,limma,IPF_vs_Control,A_25_P00010769,4.13269439883334,8.4675809408,7.38896261013969,6.21839749985199e-07,0.0003087211775774,6.2932758483124,GPL8936,hsa-miR-195,,hsa-miR-195,,hsa-miR-195,GPL8936_platform_table,True,False
GSE21394,miRNA,mirna_validation,limma,IPF_vs_Control,A_25_P00010548,-2.13752372233333,8.94346650193333,-7.23530867067539,8.34383635404628e-07,0.0003087211775774,6.01233111386153,GPL8936,hsa-miR-141,,hsa-miR-141,,hsa-miR-141,GPL8936_platform_table,True,False
GSE21394,miRNA,mirna_validation,limma,IPF_vs_Control,A_25_P00014829,3.63331483155556,8.0944724926,7.21864731815204,8.61578381422658e-07,0.0003087211775774,5.98165368635916,GPL8936,hsa-miR-199a-3p,,hsa-miR-199a-3p,,hsa-miR-199a-3p,GPL8936_platform_table,True,False
GSE21394,miRNA,mirna_validation,limma,IPF_vs_Control,A_25_P00014828,3.21998183466667,7.50419084713333,7.17450217746174,9.38165344263592e-07,0.0003087211775774,5.90017048791003,GPL8936,hsa-miR-199a-3p,,hsa-miR-199a-3p,,hsa-miR-199a-3p,GPL8936_platform_table,True,False
GSE21394,miRNA,mirna_validation,limma,IPF_vs_Control,A_25_P00013174,-2.43346442488889,8.0955129944,-7.1223346745519,1.03784588892376e-06,0.0003087211775774,5.80350223815997,GPL8936,hsa-miR-21*,,hsa-miR-21*,,hsa-miR-21*,GPL8936_platform_table,True,False
GSE21394,miRNA,mirna_validation,limma,IPF_vs_Control,A_25_P00013173,-2.37023980977778,7.3201478698,-7.06322503829298,1.16416802838389e-06,0.0003087211775774,5.6934764471087,GPL8936,hsa-miR-21*,,hsa-miR-21*,,hsa-miR-21*,GPL8936_platform_table,True,False
GSE21394,miRNA,mirna_validation,limma,IPF_vs_Control,A_25_P00010770,3.23118765377778,7.81505229693333,7.01842432284746,1.27045752089472e-06,0.0003087211775774,5.60973621008041,GPL8936,hsa-miR-195,,hsa-miR-195,,hsa-miR-195,GPL8936_platform_table,True,False
